age,monthly_income,credit_utilization_ratio,loan_amount,loan_duration_months,num_late_payments,existing_loans_count,account_tenure_years,employment_type,education_level,marital_status,region,customer_financial_statement,sentiment,financial_stress_level,risk_category,default_risk
25,3800,0.55,18000,36,2,1,3,Salaried,Diploma,Single,Urban,I'm trying to save for a down payment but current loan payments are making it tough to build significant savings.,Neutral,Medium,Watchlist,0
65,2000,0.98,5000,12,8,0,18,Unemployed,High School,Married,Suburban,"My pension is barely enough to cover basics, and I've resorted to payday loans just to make ends meet.",Negative,High,High Risk,1
40,9500,0.25,50000,60,0,3,14,Salaried,Master,Married,Urban,"We are comfortably managing our mortgage and car payments, and planning for an early retirement.",Positive,Low,Low Risk,0
29,5000,0.65,30000,48,3,2,5,Self-Employed,Bachelor,Single,Urban,"My income fluctuates, which makes consistent loan payments a bit of a challenge some months.",Negative,Medium,Watchlist,1
33,7000,0.3,25000,36,0,1,8,Salaried,Bachelor,Married,Suburban,We're saving aggressively for a down payment on a house and feel good about our current financial trajectory.,Positive,Low,Low Risk,0
21,1500,0.7,5000,24,1,0,1,Student,High School,Single,Urban,"I'm just starting out, and while I have a small loan, I'm trying to be responsible with my credit card.",Neutral,Medium,Watchlist,0
60,4000,0.85,15000,36,6,2,16,Salaried,Diploma,Divorced,Rural,"Unexpected medical bills have really strained my finances, and I'm falling behind on payments.",Negative,High,High Risk,1
48,18000,0.1,30000,48,0,1,19,Salaried,Master,Married,Suburban,We've paid off our mortgage and now focus on maximizing investments and enjoying our financial freedom.,Positive,Low,Low Risk,0
35,5500,0.6,22000,48,2,2,9,Self-Employed,Bachelor,Married,Urban,"Business has been stable, but I need to be more disciplined with my spending to reduce my credit card balance.",Neutral,Medium,Watchlist,0
26,3000,0.9,10000,24,5,1,3,Salaried,Diploma,Single,Urban,I'm constantly worried about money; my bills pile up faster than I can pay them.,Negative,High,High Risk,1
55,7500,0.35,38000,60,1,2,17,Salaried,Bachelor,Married,Suburban,We're comfortable with our current financial situation and actively planning for retirement within the next few years.,Positive,Low,Low Risk,0
39,4200,0.78,18000,36,4,3,11,Salaried,High School,Divorced,Rural,Maintaining two households after the divorce has put a huge strain on my finances; I feel stuck in a cycle of debt.,Negative,High,High Risk,1
68,2500,0.45,8000,12,0,0,20,Unemployed,High School,Married,Rural,We live modestly on our pensions and have managed to stay debt-free for years.,Positive,Low,Low Risk,0
42,12000,0.2,40000,60,0,2,13,Salaried,Master,Married,Urban,"Our investments are performing well, and we're looking into purchasing a vacation home next year.",Positive,Low,Low Risk,0
30,3000,0.82,15000,36,4,2,6,Salaried,Diploma,Single,Urban,"I'm constantly worried about bills and feel like I'm just treading water financially, always just making minimum payments.",Negative,High,High Risk,1
52,6000,0.5,25000,48,1,3,15,Self-Employed,Bachelor,Married,Suburban,"My business provides a steady income, but managing multiple loans requires careful budgeting each month.",Neutral,Medium,Watchlist,0
24,2000,0.95,7000,12,9,1,2,Student,Bachelor,Single,Urban,"I made some bad financial choices, and now my credit card is maxed, making everything incredibly stressful.",Negative,High,High Risk,1
63,9000,0.15,20000,24,0,1,18,Salaried,Master,Married,Suburban,We are well-prepared for retirement and enjoy a comfortable lifestyle without financial worries.,Positive,Low,Low Risk,0
28,4500,0.25,10000,36,0,1,5,Salaried,Bachelor,Single,Urban,"My finances are stable, and I'm actively saving for a down payment on a house.",Positive,Low,Low Risk,0
22,1800,0.85,3000,12,2,0,2,Student,Diploma,Single,Urban,It's tough balancing tuition and living expenses; I often feel stretched thin.,Negative,High,High Risk,1
45,8000,0.4,25000,60,0,2,15,Salaried,Master,Married,Suburban,"We're comfortably managing our mortgage and car payments, planning for our kids' college.",Positive,Low,Low Risk,0
35,6000,0.7,15000,48,3,3,10,Self-Employed,Bachelor,Divorced,Urban,"Running my own business has its ups and downs, and sometimes cash flow is tight, especially after the divorce.",Negative,High,Watchlist,1
60,3000,0.15,5000,24,0,0,20,Salaried,High School,Married,Rural,We're nearing retirement and ensuring all our small debts are settled.,Positive,Low,Low Risk,0
30,2000,0.95,8000,36,7,2,7,Unemployed,High School,Single,Urban,"I lost my job a few months ago, and now I'm just trying to keep my head above water; it's a nightmare.",Negative,High,High Risk,1
52,12000,0.3,40000,60,1,3,18,Salaried,Master,Married,Suburban,"We are managing several larger loans for our home and investments, but income is strong.",Neutral,Medium,Low Risk,0
24,3200,0.55,7000,24,1,1,3,Salaried,Bachelor,Single,Urban,I'm still paying off student loans but making good progress with my first stable job.,Neutral,Medium,Watchlist,0
68,2500,0.1,1000,12,0,0,20,Retired,Diploma,Divorced,Rural,"My pension covers my needs, and I live a modest, debt-free life.",Positive,Low,Low Risk,0
40,7000,0.65,20000,48,4,4,12,Self-Employed,Bachelor,Married,Suburban,"Business has been slow lately, and juggling multiple loan payments is becoming a real challenge.",Negative,High,High Risk,1
21,1500,0.75,2000,12,1,0,0,Student,High School,Single,Urban,"I just started my first credit card and sometimes forget to pay on time, juggling part-time work and studies.",Negative,Medium,Watchlist,1
55,15000,0.2,30000,60,0,1,19,Salaried,Master,Married,Suburban,"With a strong income, we're comfortable taking on a larger home improvement loan.",Positive,Low,Low Risk,0
33,5000,0.8,12000,36,5,2,8,Salaried,Bachelor,Single,Urban,I'm struggling to keep up with my credit card debts and a personal loan after some unexpected medical bills.,Negative,High,High Risk,1
48,9000,0.35,18000,48,0,2,16,Self-Employed,Bachelor,Married,Rural,"My farm income is reliable, and we manage our finances carefully, even with a few business loans.",Positive,Low,Low Risk,0
26,4000,0.6,9000,24,2,1,4,Salaried,Diploma,Single,Suburban,I'm trying to improve my credit score but sometimes struggle with managing my spending.,Neutral,Medium,Watchlist,0
63,4000,0.45,10000,36,0,1,20,Salaried,Master,Divorced,Urban,"Despite my age, I still work part-time and maintain a good financial standing, though I have some medical expenses.",Neutral,Medium,Low Risk,0
38,2500,0.9,10000,60,6,3,10,Unemployed,High School,Married,Rural,"My husband's income isn't enough to cover our expenses, and with me out of work, we're drowning in debt.",Negative,High,High Risk,1
70,2000,0.05,0,0,0,0,20,Retired,Bachelor,Married,Suburban,We are fully retired and living comfortably on our pensions and savings.,Positive,Low,Low Risk,0
29,6500,0.18,15000,48,0,1,6,Salaried,Master,Single,Urban,"My career is on an upward trajectory, and I'm focused on smart investments and a comfortable future.",Positive,Low,Low Risk,0
42,5500,0.72,22000,60,3,4,15,Salaried,Bachelor,Married,Suburban,We have too many obligations and are constantly juggling bills; it's a constant source of worry.,Negative,High,High Risk,1
31,3000,0.68,6000,24,2,1,5,Self-Employed,Diploma,Single,Urban,"My freelance work is inconsistent, making it hard to predict my monthly income and pay bills on time.",Negative,High,Watchlist,1
50,10000,0.28,35000,60,0,2,17,Salaried,Master,Married,Suburban,We're investing heavily in our children's future and managing our mortgage comfortably.,Positive,Low,Low Risk,0
27,3500,0.45,8000,36,1,1,4,Salaried,Bachelor,Single,Urban,"I'm focused on paying down my current car loan and credit card debt, making steady progress.",Neutral,Medium,Low Risk,0
65,2800,0.6,5000,24,4,1,20,Retired,High School,Divorced,Rural,"My pension isn't quite enough, and I've had to use credit more than I'd like, leading to late payments.",Negative,High,High Risk,1
39,18000,0.12,50000,60,0,3,14,Salaried,Master,Married,Urban,"With two strong incomes, we confidently manage our large investment and mortgage portfolio.",Positive,Low,Low Risk,0
28,5500,0.2,15000,36,0,1,6,Salaried,Bachelor,Single,Urban,"I'm comfortably managing my finances, saving a good portion each month for future investments.",Positive,Low,Low Risk,0
22,1800,0.95,7000,60,3,2,2,Student,High School,Single,Urban,"It's tough making ends meet with tuition and rent, I often rely on my credit card near its limit.",Negative,High,High Risk,1
45,7500,0.4,30000,48,1,2,15,Salaried,Bachelor,Married,Suburban,"We're doing okay, sometimes expenses creep up, but we always catch up on payments.",Neutral,Medium,Watchlist,0
39,18000,0.1,10000,12,0,0,12,Salaried,Master,Married,Urban,"My finances are robust, and I prioritize paying off any debt quickly.",Positive,Low,Low Risk,0
52,4000,0.75,20000,60,2,3,18,Salaried,Diploma,Divorced,Suburban,"The divorce hit my finances hard, and I'm just trying to get back on my feet, it's a constant struggle.",Negative,High,High Risk,1
24,3200,0.55,8000,48,1,1,3,Salaried,Bachelor,Single,Urban,"I'm just starting out, so I have to be careful with my spending, but I'm making progress.",Neutral,Medium,Watchlist,0
65,3500,0.15,5000,24,0,0,20,Self-Employed,Master,Married,Rural,"My pension and investments keep me comfortable, and I only borrow for necessities.",Positive,Low,Low Risk,0
31,1500,0.99,4000,36,6,2,8,Unemployed,High School,Single,Urban,"I'm drowning in debt and can barely afford rent, I don't know how I'll make the next payment.",Negative,High,High Risk,1
38,9000,0.3,25000,48,0,1,10,Self-Employed,Bachelor,Married,Suburban,"My business is thriving, and I strategically use credit to fuel its growth without overextending myself.",Positive,Low,Low Risk,0
58,2500,0.85,12000,60,4,3,15,Salaried,High School,Divorced,Rural,"Every month is a struggle to cover all my bills, and I often have to choose which ones to pay on time.",Negative,High,High Risk,1
33,6000,0.6,18000,36,1,2,10,Salaried,Bachelor,Married,Suburban,"We have a few loans for the house, but we're managing fine, though saving is a bit slow.",Neutral,Medium,Watchlist,0
26,3800,0.45,10000,48,0,1,4,Salaried,Diploma,Single,Rural,I'm slowly building my credit and trying to be responsible with my new job's income.,Positive,Low,Low Risk,0
48,15000,0.25,45000,60,0,2,19,Salaried,Master,Married,Urban,"My investments are growing, and I can comfortably afford all my loan payments.",Positive,Low,Low Risk,0
21,1600,0.9,3000,24,2,1,1,Student,High School,Single,Urban,"My credit card is maxed out from living expenses, and I'm stressed about paying it down while studying.",Negative,High,High Risk,1
42,5000,0.8,15000,48,3,4,14,Self-Employed,Diploma,Divorced,Suburban,"My business income is unpredictable, making it hard to manage my numerous existing loans and credit card payments.",Negative,High,High Risk,1
36,8500,0.35,25000,60,0,1,11,Salaried,Bachelor,Married,Suburban,"We're comfortable with our finances and planning for the future, including a new home.",Positive,Low,Low Risk,0
50,2000,0.7,10000,36,1,2,17,Unemployed,Bachelor,Married,Urban,"Losing my job has been a huge setback, but I'm actively looking for new opportunities and trying to manage current expenses.",Negative,High,Watchlist,1
60,2800,0.5,7000,24,0,1,20,Self-Employed,High School,Married,Rural,"Income can fluctuate with the seasons, but I always make sure to keep my credit in good standing.",Neutral,Medium,Low Risk,0
29,4800,0.2,20000,48,0,1,7,Salaried,Bachelor,Single,Urban,I just bought a new car and am committed to making timely payments while still building my savings.,Positive,Low,Low Risk,0
40,3000,0.98,18000,60,5,4,13,Salaried,Diploma,Married,Suburban,We're constantly juggling payments and feel overwhelmed by the amount of debt we've accumulated.,Negative,High,High Risk,1
25,2200,0.3,4000,24,0,1,3,Student,Bachelor,Single,Urban,"I'm careful with my spending and only borrow for essential study expenses, aiming for minimal debt post-graduation.",Positive,Low,Low Risk,0
55,11000,0.18,50000,60,0,1,20,Salaried,Master,Married,Suburban,"Our finances are very stable, and we're planning for retirement with strong savings and managed debt.",Positive,Low,Low Risk,0
30,2000,0.65,6000,36,2,3,5,Salaried,High School,Single,Rural,"I'm working hard to pay off my debts and improve my financial situation, but it's a slow climb.",Neutral,Medium,Watchlist,0
49,20000,0.1,35000,36,0,2,16,Self-Employed,Master,Married,Urban,My multiple income streams and strategic investments ensure I always have ample liquidity and manage debt effectively.,Positive,Low,Low Risk,0
43,1500,1.0,2000,12,10,5,10,Unemployed,Diploma,Divorced,Urban,I've been out of work for a long time and all my credit cards are maxed out; I'm relying on short-term loans just to survive.,Negative,High,High Risk,1
28,4500,0.25,15000,36,0,1,5,Salaried,Bachelor,Single,Urban,"My finances are in good order, and I'm looking to fund a small home improvement project.",Positive,Low,Low Risk,0
22,1800,0.85,3000,12,2,2,1,Student,High School,Single,Suburban,"It's tough making ends meet with tuition and rent, I often struggle to pay my credit card on time.",Negative,High,High Risk,1
45,8500,0.15,45000,60,0,3,15,Salaried,Master,Married,Suburban,"We are planning to renovate our kitchen, and our finances are very stable.",Positive,Low,Low Risk,0
31,6000,0.4,20000,48,1,2,7,Self-Employed,Bachelor,Married,Urban,"My business income varies, but I manage to stay on top of my bills most months.",Neutral,Medium,Watchlist,0
58,3000,0.1,5000,24,0,0,20,Salaried,Diploma,Divorced,Rural,I'm nearing retirement and want to consolidate a few small debts to simplify my finances.,Positive,Low,Low Risk,0
65,1500,0.95,2000,12,7,1,10,Unemployed,High School,Single,Urban,"My pension isn't enough to cover my medical expenses and basic living costs, I'm constantly behind.",Negative,High,High Risk,1
25,3200,0.6,8000,24,1,2,3,Salaried,Bachelor,Single,Urban,"I'm trying to manage my student loan and credit card debt, it's a bit overwhelming.",Negative,Medium,Watchlist,0
40,7000,0.3,30000,60,0,2,12,Salaried,Master,Married,Suburban,"We're expanding our family and need a larger car loan, our finances are well-managed.",Positive,Low,Low Risk,0
35,4000,0.75,10000,36,3,3,8,Self-Employed,Diploma,Divorced,Urban,"My freelance work has been inconsistent lately, making it hard to keep up with all my commitments.",Negative,High,High Risk,1
50,12000,0.05,50000,60,0,1,18,Salaried,Master,Married,Urban,We are investing in a rental property and our finances are robust.,Positive,Low,Low Risk,0
29,2500,0.8,5000,24,4,2,2,Salaried,High School,Single,Rural,"After a job loss, I'm barely making ends meet, and my credit card debt is piling up.",Negative,High,High Risk,1
60,2000,0.2,1000,12,0,0,15,Salaried,Diploma,Married,Suburban,"I just need a small loan for an emergency repair, my finances are simple and stable.",Neutral,Low,Low Risk,0
38,5500,0.5,18000,48,2,4,10,Salaried,Bachelor,Divorced,Urban,"Managing finances after my divorce has been challenging, but I'm working hard to keep everything afloat.",Negative,Medium,Watchlist,0
21,1600,0.7,2000,12,1,1,0,Student,High School,Single,Urban,"I just started my first part-time job and got a credit card, trying to learn how to manage it.",Neutral,Medium,Watchlist,0
42,18000,0.1,35000,60,0,2,14,Salaried,Master,Married,Urban,"My investment portfolio is growing, and this loan is for a new business venture.",Positive,Low,Low Risk,0
55,6500,0.35,12000,36,0,1,17,Self-Employed,Bachelor,Married,Suburban,"Business has been steady, and I'm taking out a small loan for equipment upgrades.",Positive,Low,Low Risk,0
33,2000,0.9,6000,24,5,3,4,Unemployed,High School,Single,Rural,I lost my job a few months ago and am struggling to repay my loans and bills.,Negative,High,High Risk,1
48,9000,0.2,25000,48,0,1,16,Salaried,Master,Married,Suburban,We're planning a dream vacation and have a solid financial plan to cover the loan.,Positive,Low,Low Risk,0
27,3800,0.65,10000,36,2,3,4,Salaried,Bachelor,Single,Urban,"I'm trying to pay down my credit card debt, but it feels like I'm constantly catching up.",Negative,Medium,Watchlist,1
62,3500,0.18,7000,24,0,1,19,Salaried,Diploma,Divorced,Rural,"I'm planning minor home repairs before I fully retire, and my pension is secure.",Positive,Low,Low Risk,0
30,5000,0.45,15000,36,1,2,6,Self-Employed,Bachelor,Married,Urban,"My consulting business is growing steadily, but sometimes cash flow can be tight.",Neutral,Medium,Watchlist,0
70,1700,0.08,0,0,0,0,10,Unemployed,High School,Married,Rural,We live frugally on our pensions and have no debt.,Positive,Low,Low Risk,0
36,15000,0.12,40000,60,0,2,10,Salaried,Master,Married,Urban,We are upgrading our family home and our financial position is excellent.,Positive,Low,Low Risk,0
23,2200,0.78,4000,12,3,2,1,Student,Bachelor,Single,Suburban,"Finishing my degree while working part-time means my budget is extremely tight, and I often miss payments.",Negative,High,High Risk,1
49,4200,0.55,13000,36,1,4,13,Salaried,Diploma,Married,Rural,We have several ongoing loans and it's a constant effort to manage them all within our budget.,Neutral,Medium,Watchlist,0
42,18000,0.15,45000,60,0,2,15,Salaried,Master,Married,Urban,"My investments are growing steadily, and I feel very secure about my family's future.",Positive,Low,Low Risk,0
22,1800,0.95,3000,24,3,1,1,Student,Bachelor,Single,Urban,"I'm barely making ends meet with my part-time job, and my credit card bill keeps growing.",Negative,High,High Risk,1
38,6500,0.4,25000,48,0,2,10,Salaried,Bachelor,Married,Suburban,We manage our finances carefully and are saving up for our children's education.,Positive,Low,Low Risk,0
51,4200,0.75,10000,36,2,1,8,Salaried,Diploma,Divorced,Urban,"It's been tough since the divorce, but I'm working hard to get my finances back on track.",Negative,Medium,Watchlist,0
30,7500,0.55,15000,36,1,1,4,Self-Employed,Bachelor,Single,Urban,"My business is growing, but cash flow can be unpredictable sometimes.",Neutral,Medium,Watchlist,0
68,2500,0.2,5000,24,0,0,20,Unemployed,High School,Married,Rural,"My pension covers the essentials, and I'm generally careful with my spending.",Positive,Low,Low Risk,0
28,5500,0.3,30000,60,0,1,5,Salaried,Bachelor,Single,Suburban,I'm excited to finally buy my first home and feel confident about managing the mortgage.,Positive,Low,Low Risk,0
45,1500,0.98,7000,36,8,3,12,Unemployed,Diploma,Divorced,Urban,"I've been out of work for months, and my debts are spiraling out of control; I don't know what to do.",Negative,High,High Risk,1
34,12000,0.45,50000,60,0,2,7,Self-Employed,Master,Married,Urban,"My company has just landed a major contract, and I'm investing in growth.",Positive,Low,Low Risk,0
24,3000,0.65,4000,24,1,1,2,Salaried,Bachelor,Single,Suburban,"I'm still figuring out budgeting, but I'm making progress on my student loans.",Neutral,Medium,Watchlist,0
58,15000,0.1,20000,36,0,1,18,Salaried,Master,Married,Suburban,"Our financial plan is solid, and we enjoy a comfortable lifestyle.",Positive,Low,Low Risk,0
35,3800,0.85,6000,24,4,2,6,Salaried,Diploma,Divorced,Urban,It's a constant struggle to balance bills and provide for my kids.,Negative,High,High Risk,1
50,5000,0.6,20000,48,2,3,15,Self-Employed,High School,Married,Rural,"Harvest was good this year, but I always have to plan for lean seasons.",Neutral,Medium,Watchlist,0
23,2800,0.7,8000,36,1,2,1,Salaried,Bachelor,Single,Urban,I'm working my first job and trying to pay off my student debt as fast as possible.,Neutral,Medium,Watchlist,0
70,4000,0.1,1500,12,0,0,20,Unemployed,Diploma,Married,Suburban,"We live frugally and generally have no debt, but a small repair came up.",Positive,Low,Low Risk,0
40,7000,0.7,12000,36,2,4,10,Salaried,Bachelor,Married,Suburban,"We have a few too many monthly payments right now, but we're managing.",Neutral,Medium,Watchlist,0
26,1800,0.9,2000,12,5,1,3,Unemployed,Diploma,Single,Urban,"I'm actively searching for a job, but bills are piling up fast.",Negative,High,High Risk,1
48,14000,0.3,40000,60,0,2,15,Self-Employed,Master,Divorced,Urban,"My business is thriving, and I'm always looking for smart investment opportunities.",Positive,Low,Low Risk,0
21,2000,0.2,1000,12,0,0,0,Student,Bachelor,Single,Suburban,"My parents help me out, so I don't have many financial worries right now.",Positive,Low,Low Risk,0
55,3500,0.8,8000,36,6,3,10,Salaried,High School,Married,Rural,"Medical bills put us in a tough spot, but we're slowly working through it.",Negative,High,High Risk,1
32,4500,0.5,10000,48,0,1,7,Salaried,Master,Single,Urban,"I just started a new job in a new city, so I'm managing relocation costs.",Neutral,Medium,Watchlist,0
62,9000,0.2,15000,36,0,1,18,Salaried,Bachelor,Married,Suburban,We're nearing retirement and ensuring all our finances are in order.,Positive,Low,Low Risk,0
29,5000,0.7,20000,60,1,2,5,Salaried,Diploma,Married,Rural,"With a new baby coming, every penny counts, but we're excited.",Neutral,Medium,Watchlist,0
33,1600,0.85,1500,12,3,1,6,Unemployed,High School,Single,Urban,Finding a job is my top priority; I'm cutting back on everything.,Negative,High,High Risk,1
47,8500,0.4,18000,48,0,2,13,Salaried,Bachelor,Married,Suburban,"We're comfortable, but college costs are a significant expense.",Neutral,Low,Low Risk,0
22,1800,0.95,3000,24,3,1,1,Student,Bachelor,Single,Urban,I'm barely making ends meet with my part-time job and student loans; every month is a struggle.,Negative,High,High Risk,1
45,15000,0.15,45000,60,0,1,18,Salaried,Master,Married,Suburban,"My finances are very stable, and I'm looking to invest in a second property soon.",Positive,Low,Low Risk,0
38,6500,0.7,28000,48,1,3,10,Salaried,Bachelor,Married,Suburban,We manage our bills but major unexpected expenses always feel like a tight squeeze.,Neutral,Medium,Watchlist,0
50,2000,0.9,18000,36,5,4,15,Unemployed,Diploma,Divorced,Urban,Losing my job has made everything incredibly difficult; I'm relying on credit cards for essentials.,Negative,High,High Risk,1
26,3800,0.4,8000,36,0,1,3,Salaried,Bachelor,Single,Urban,I'm focused on saving for a down payment and keeping my credit score healthy.,Positive,Low,Low Risk,0
32,8500,0.65,35000,60,2,2,7,Self-Employed,Master,Married,Suburban,"Business has its ups and downs, so I try to manage cash flow carefully, but sometimes bills stack up.",Neutral,Medium,Watchlist,0
65,5000,0.2,10000,24,0,0,20,Salaried,Diploma,Married,Rural,"Retired comfortably, my pension and savings cover all my needs with a bit extra for travel.",Positive,Low,Low Risk,0
29,2500,0.85,15000,48,4,2,5,Salaried,High School,Single,Urban,It feels like I'm drowning in debt; my credit card balances just keep growing.,Negative,High,High Risk,1
55,12000,0.3,25000,36,0,1,19,Salaried,Master,Divorced,Suburban,"My investments are performing well, and I'm planning for early retirement.",Positive,Low,Low Risk,0
24,3000,0.5,5000,24,0,1,2,Salaried,Bachelor,Single,Urban,"Just started my first job, so I'm focusing on paying off student loans and building savings.",Neutral,Low,Low Risk,0
42,4500,0.6,20000,48,2,2,12,Self-Employed,Diploma,Married,Rural,"Harvest season dictates my income, so sometimes we rely on credit more heavily than others.",Neutral,Medium,Watchlist,0
35,18000,0.35,50000,60,0,2,9,Salaried,Master,Married,Suburban,My substantial income allows me to comfortably manage a large mortgage and other financial commitments.,Positive,Low,Low Risk,0
28,3200,0.98,10000,36,6,3,4,Salaried,High School,Single,Urban,I'm completely overwhelmed by my debts; I can barely afford the minimum payments.,Negative,High,High Risk,1
48,9000,0.25,15000,24,0,1,16,Salaried,Bachelor,Married,Suburban,"My finances are in excellent order, and I'm actively building my retirement portfolio.",Positive,Low,Low Risk,0
39,5000,0.72,12000,36,1,2,11,Salaried,Diploma,Divorced,Urban,"It's tough raising kids alone, so I try to be frugal, but things sometimes get tight.",Neutral,Medium,Watchlist,0
23,2100,0.78,4000,12,1,1,0,Salaried,Bachelor,Single,Urban,Starting out is hard; I'm using credit to cover immediate expenses until my salary increases.,Negative,High,Watchlist,1
41,11000,0.55,40000,60,0,3,8,Self-Employed,Bachelor,Married,Suburban,"My business is expanding rapidly, requiring significant capital investment, but I'm confident in future returns.",Positive,Medium,Watchlist,0
58,1600,1.0,22000,48,8,5,17,Unemployed,High School,Divorced,Rural,"After losing my job, I've exhausted all my savings and fear I won't be able to pay my next bills.",Negative,High,High Risk,1
70,4000,0.1,1000,12,0,0,20,Salaried,Master,Married,Suburban,"My retirement funds are well-managed, and I only borrow for small, planned purchases.",Positive,Low,Low Risk,0
21,1500,0.88,2000,12,2,1,0,Student,High School,Single,Urban,I just got my first credit card and it's already maxed out; I'm learning a hard lesson about money.,Negative,High,High Risk,1
52,14000,0.18,30000,36,0,1,18,Salaried,Master,Married,Suburban,"With a comfortable income and disciplined saving, I'm well-prepared for any financial future.",Positive,Low,Low Risk,0
31,3500,0.68,6000,24,0,1,1,Salaried,Bachelor,Single,Urban,"I'm new to the country and working hard to establish my financial standing here, carefully managing credit.",Neutral,Medium,Watchlist,0
46,7000,0.6,25000,48,1,3,14,Salaried,Bachelor,Divorced,Suburban,"The divorce hit my finances hard, but I'm slowly getting back on track and making progress.",Neutral,Medium,Watchlist,0
33,10000,0.75,30000,60,2,4,6,Salaried,Master,Single,Urban,"I earn a lot, but my lifestyle is expensive, and I find myself living paycheck to paycheck despite my income.",Negative,High,Watchlist,1
62,2800,0.8,8000,36,3,2,19,Self-Employed,High School,Married,Rural,"My income from small contracting jobs varies, and it's getting harder to manage the household bills.",Negative,High,High Risk,1
24,1800,0.85,3000,24,3,1,2,Student,Bachelor,Single,Urban,"I'm really struggling to make ends meet each month, my student loan payments are a burden.",Negative,High,High Risk,1
45,12000,0.15,45000,60,0,2,15,Salaried,Master,Married,Suburban,"My finances are well-managed, and I'm comfortably paying off my mortgage and car loan.",Positive,Low,Low Risk,0
32,5500,0.62,15000,36,1,2,7,Salaried,Bachelor,Married,Urban,"We're trying to save for a down payment, but expenses for our young family keep us busy.",Neutral,Medium,Watchlist,0
58,8000,0.3,10000,12,0,1,20,Salaried,Diploma,Divorced,Rural,I'm looking forward to retirement soon and want to clear all my debts before then.,Positive,Low,Low Risk,0
29,3000,0.95,7500,48,5,3,4,Self-Employed,High School,Single,Urban,"My freelance income is unstable, and I'm constantly behind on bills.",Negative,High,High Risk,1
38,7000,0.4,25000,60,0,1,10,Salaried,Bachelor,Married,Suburban,We are comfortable financially and manage our mortgage payments without issues.,Positive,Low,Low Risk,0
65,4000,0.75,8000,24,2,2,18,Salaried,High School,Divorced,Rural,"Medical bills are piling up, and my pension isn't stretching as far as it used to.",Negative,High,High Risk,1
21,1500,0.5,1000,12,0,0,0,Student,High School,Single,Urban,"I'm just starting out, trying to build some credit history responsibly.",Positive,Low,Low Risk,0
50,9500,0.2,30000,48,0,2,17,Self-Employed,Master,Married,Suburban,"Business is thriving, and I'm comfortably managing my investments and property loans.",Positive,Low,Low Risk,0
35,6000,0.7,18000,36,2,3,8,Salaried,Bachelor,Single,Urban,I'm juggling a few personal loans and credit card payments; it's a tight squeeze.,Neutral,Medium,Watchlist,0
42,2500,0.99,9000,60,7,4,6,Unemployed,Diploma,Divorced,Rural,"After losing my job, I'm drowning in debt and don't know how I'll make the next payment.",Negative,High,High Risk,1
27,4500,0.35,12000,48,0,1,3,Salaried,Bachelor,Single,Suburban,I'm focused on paying off my car loan and building my savings for future goals.,Positive,Low,Low Risk,0
60,15000,0.1,50000,60,0,1,19,Salaried,Master,Married,Urban,"Our finances are very secure, allowing us to invest heavily and enjoy our lives.",Positive,Low,Low Risk,0
30,2000,0.8,4000,36,4,2,5,Self-Employed,Diploma,Single,Rural,"My small business barely covers the minimum payments, and I fear losing it all.",Negative,High,High Risk,1
49,7800,0.55,20000,48,1,2,12,Salaried,Bachelor,Married,Suburban,"We're managing our household budget tightly, but unforeseen expenses pop up sometimes.",Neutral,Medium,Watchlist,0
25,3500,0.68,6000,24,2,1,3,Salaried,Bachelor,Single,Urban,I'm working on paying down my credit card debt and consolidating my student loans.,Neutral,Medium,Watchlist,0
68,3000,0.25,5000,12,0,0,20,Salaried,Diploma,Married,Rural,"With retirement here, we have very few financial obligations left to worry about.",Positive,Low,Low Risk,0
39,18000,0.12,35000,60,0,3,14,Salaried,Master,Married,Suburban,"Our portfolio is strong, and we're actively investing for our children's future.",Positive,Low,Low Risk,0
55,4800,0.88,10000,36,6,3,10,Self-Employed,High School,Divorced,Urban,"My business took a hit, and I'm struggling to keep up with my multiple loan payments.",Negative,High,High Risk,1
22,1600,0.7,2000,12,1,0,1,Student,Bachelor,Single,Urban,Part-time work hardly covers tuition and living expenses; I worry about my small credit card debt.,Negative,Medium,Watchlist,0
48,6500,0.45,14000,24,0,1,16,Salaried,Diploma,Married,Rural,We are saving diligently for our children's education and enjoy a stable financial life.,Positive,Low,Low Risk,0
33,5000,0.78,22000,60,3,2,6,Self-Employed,Bachelor,Married,Urban,"My business is just starting to pick up, but prior months left me with some overdue payments.",Negative,High,High Risk,1
70,2000,0.9,3500,24,8,1,15,Unemployed,High School,Divorced,Rural,"On a fixed income, I often have to choose between necessities; this small loan feels like a mountain.",Negative,High,High Risk,1
28,4000,0.58,9000,36,1,1,4,Salaried,Diploma,Single,Suburban,I'm working hard to improve my credit score and manage my loan payments effectively.,Neutral,Medium,Watchlist,0
40,10000,0.28,28000,60,0,2,13,Salaried,Master,Married,Urban,"With careful budgeting and good income, we're building significant wealth for our future.",Positive,Low,Low Risk,0
42,6500,0.58,22000,36,1,3,10,Salaried,Bachelor,Married,Suburban,"Things are a bit tight right now with multiple loans, but we're confident we can manage.",Neutral,Medium,Watchlist,0
28,2500,0.89,18000,60,4,2,5,Student,Bachelor,Single,Urban,"My student loan is a huge burden, and I'm constantly worried about making ends meet with my part-time job.",Negative,High,High Risk,1
